DOCULECT	FORM	SOURCE
Lincha-Tana	chichi	shimelman2017
Lincha-Tana	ñuñu	shimelman2017
Maragua	ñuñu	heggarty2005
Napo	chuchu	orrwrisley1981
Pacaraos	chuchu	adelaar1982
Pastaza	chuchu	landerman1973
Pocona	ñuñu	heggarty2005
Puki	ñuñu	heggarty2005
Puno	ñuñu	heggarty2005
Putumayo	chuchu	tandioy1978
Raimondi	ñuñu	parkerchavez1976
SanPedro	chichi	shimelman2017
SanPedro	ñuñu	shimelman2017
Santiagueno	ñuñu	juanatey2021
SantoTomas	ñoño	santotomas1951
Serena	čuču	heggarty2005
Sullkatiti	ñuñu	heggarty2005
Taquile	ñuñu	heggarty2005
Tarma	čuču	adelaar1977
Troje	čuču	heggarty2005
Tsimu		cerron2016
Wari	ñuñu	parkerchavez1976
Yanac	seno	heggarty2005
Anonimo	ʃonco	valera1586
Apuri	puywan	shimelman2017
Apurimac	sonqo	camacho2007
Arma	sunqu	galvez2003
Atalla	sunġu	heggarty2005
Ayacucho	sonqo	soto1976
Bobonaza	shungu	orrwrisley1981
Cacra-Hongos	puywan	shimelman2017
Cacra-Hongos	shunqu	shimelman2017
Chachapoyas	shunku	taylor2006
Chacpar	šunγu	heggarty2005
Chetilla	corazón	heggarty2005
Chipaya	tuzi	heggarty2005
Curva	sunqu	heggarty2005
Cuzco	sunqu	heggarty2005
CuzquenoAntiguo	sonco	holguin1608
Huallaga	šunqu	heggarty2005
Huanca	ŝunʔu	cerron2018
Huanca	puywan	cerron2018
Huancane	λuqu	heggarty2005
Huangascar	puywan	shimelman2017
Huangascar	shunqu	shimelman2017
HuarazHuailas	shonqu	parkerchavez1976
Imbabura	shungu	gomez2009
Inkawasi	corazón	heggarty2005
Iruhito	túsʰi	cerron2016
Jaqaru	kurasunha	heggarty2005
Kawki	kurasunha	heggarty2005
Lamas	shunku	taylor2006
Laraos	sunqu	heggarty2005
Lincha-Tana	puywan	shimelman2017
Lincha-Tana	shunqu	shimelman2017
Maragua	sunqu	heggarty2005
Napo	shungu	orrwrisley1981
Pacaraos	shunqu	adelaar1982
Pastaza	curasun	landerman1973
Pocona	sunγu	heggarty2005
Puki	λuqu	heggarty2005
Puno	sunqu	heggarty2005
Putumayo	sungu	tandioy1978
Raimondi	shonqu	parkerchavez1976
SanPedro	puywan	shimelman2017
SanPedro	shunqu	shimelman2017
Santiagueno	sonqo	juanatey2021
SantoTomas	ʃongo	santotomas1951
Serena	šungu	heggarty2005
Sullkatiti	λuqu	heggarty2005
Taquile	sunqu	heggarty2005
Tarma	šun̊xu	adelaar1977
Troje	šungu	heggarty2005
Tsimu	tšúr̂shi	cerron2016
Wari	shonqu	parkerchavez1976
Yanac	šunqu	heggarty2005
Anonimo	allco	valera1586
Apuri	allqu	shimelman2017
Apuri	pichi	shimelman2017
Apurimac	allqo, alqo	camacho2007
Arma	allqu	galvez2003
Atalla	aλχu	heggarty2005
Ayacucho	allqo	soto1976
Bobonaza	allcu	orrwrisley1981
Cacra-Hongos	allqu	shimelman2017
Cacra-Hongos	pichi	shimelman2017
Chachapoyas	allku	taylor2006
Chacpar	aλγu	heggarty2005
Chetilla	ač(ə)γu	heggarty2005
Chipaya	paqwu	heggarty2005
Curva	alqu	heggarty2005
Cuzco	alqu	heggarty2005
CuzquenoAntiguo	allco	holguin1608
Huallaga	aλqu	heggarty2005
Huanca	allʔu	cerron2018
Huanca	aʃuti	cerron2018
Huanca	pitʃi	cerron2018
Huancane	anuqara	heggarty2005
Huangascar	allqu	shimelman2017
Huangascar	pichi	shimelman2017
HuarazHuailas	allqu	parkerchavez1976
Imbabura	allku	gomez2009
Inkawasi	až(ə)γu	heggarty2005
Iruhito	ts’á:t-kátni	cerron2016
Jaqaru	haλ(a)q'u	heggarty2005
Kawki	ašara	heggarty2005
Lamas	allku	taylor2006
Laraos	alqu	heggarty2005
Lincha-Tana	allqu	shimelman2017
Lincha-Tana	pichi	shimelman2017
Maragua	alqu	heggarty2005
Napo	allcu	orrwrisley1981
Pacaraos	alqu	adelaar1982
Pastaza	allcu	landerman1973
Pocona	alγu	heggarty2005
Puki	anu	heggarty2005
Puno	alqu	heggarty2005
Putumayo	alcu	tandioy1978
Raimondi	allqu	parkerchavez1976
SanPedro	allqu	shimelman2017
SanPedro	pichi	shimelman2017
Santiagueno	allqo	juanatey2021
SantoTomas	allqu	santotomas1951
Serena	aλku	heggarty2005
Sullkatiti	anu	heggarty2005
Taquile	alqu	heggarty2005
Tarma	alxu	adelaar1977
Troje	ažku	heggarty2005
Tsimu	ts’á:ta, pá:ko	cerron2016
Wari	allqu	parkerchavez1976
Yanac	aλqu	heggarty2005
Anonimo	atoc	valera1586
Apuri	atuq	shimelman2017
Apurimac	atoq	camacho2007
Arma	atuq	galvez2003
Atalla	atuχ	heggarty2005
Ayacucho	atoq	soto1976
Bobonaza		orrwrisley1981
Cacra-Hongos	atuq	shimelman2017
Chachapoyas	atuk	taylor2006
Chacpar	atuq	heggarty2005
Chetilla	surru	heggarty2005
Chipaya	qiti	heggarty2005
Curva	atuχ	heggarty2005
Cuzco	atuχ	heggarty2005
CuzquenoAntiguo	atok	holguin1608
Huallaga	atuχ	heggarty2005
Huanca	atuʔ	cerron2018
Huancane	qamaqi	heggarty2005
Huangascar	atuq	shimelman2017
HuarazHuailas	atoq	parkerchavez1976
Imbabura	añas	gomez2009
Inkawasi	zorro	heggarty2005
Iruhito		cerron2016
Jaqaru	atuqu	heggarty2005
Kawki	atuqu	heggarty2005
Lamas	atuk	taylor2006
Laraos	atuχ	heggarty2005
Lincha-Tana	atuq	shimelman2017
Maragua	atuχ	heggarty2005
Napo		orrwrisley1981
Pacaraos	achuq	adelaar1982
Pastaza	suru	landerman1973
Pocona	atuχ	heggarty2005
Puki	qamaqi	heggarty2005
Puno	atuχ	heggarty2005
Putumayo		tandioy1978
Raimondi	atoq	parkerchavez1976
SanPedro	atuq	shimelman2017
Santiagueno	atoq	juanatey2021
SantoTomas	atoc	santotomas1951
Serena	sača aλku	heggarty2005
Sullkatiti	qamaqi	heggarty2005
Taquile	atuχ	heggarty2005
Tarma	atux	adelaar1977
Troje	atux	heggarty2005
Tsimu		cerron2016
Wari	atoq	parkerchavez1976
Yanac	atuq	heggarty2005
Anonimo	hucucha	valera1586
Apuri	ukucha	shimelman2017
Apurimac	hukucha, qukucha, ukucha	camacho2007
Arma	ukucha	galvez2003
Atalla	uku.ča	heggarty2005
Ayacucho	ukucha	soto1976
Bobonaza	ucucha	orrwrisley1981
Cacra-Hongos	ukucha	shimelman2017
Chachapoyas	ucha	taylor2006
Chacpar	uku.š	heggarty2005
Chetilla	uku.ča	heggarty2005
Chipaya	ačuku, ačiku	heggarty2005
Curva	huk'u.ča	heggarty2005
Cuzco	huk'u.ča	heggarty2005
CuzquenoAntiguo	hucucha	holguin1608
Huallaga	uku.ča	heggarty2005
Huanca	ukuŝ	cerron2018
Huancane	ačaku	heggarty2005
Huangascar	ukucha	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	ukucha	gomez2009
Inkawasi	uk(u).ča	heggarty2005
Iruhito		cerron2016
Jaqaru	hučqa	heggarty2005
Kawki	hučqa	heggarty2005
Lamas	ukucha	taylor2006
Laraos	uku.š	heggarty2005
Lincha-Tana	ukucha	shimelman2017
Maragua	huk'u.ča	heggarty2005
Napo	ucucha	orrwrisley1981
Pacaraos	ukush, ukucha	adelaar1982
Pastaza	ucucha	landerman1973
Pocona	huk'u.ča	heggarty2005
Puki	ačaku	heggarty2005
Puno	huk'u.ča	heggarty2005
Putumayo	ucucha	tandioy1978
Raimondi		parkerchavez1976
SanPedro	ukucha	shimelman2017
Santiagueno	ukucha	juanatey2021
SantoTomas	vcucha	santotomas1951
Serena	uku.ča	heggarty2005
Sullkatiti	ačaku	heggarty2005
Taquile	huk'u.ča	heggarty2005
Tarma	uguš	adelaar1977
Troje	uku.ča	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	uku.š	heggarty2005
Anonimo	pichcca	valera1586
Apuri	pichqa	shimelman2017
Apurimac	pisca, pichqa	camacho2007
Arma	pichqa	galvez2003
Atalla	pičχa, pičqa	heggarty2005
Ayacucho	pichqa	soto1976
Bobonaza	pichca	orrwrisley1981
Cacra-Hongos	pichqa	shimelman2017
Chachapoyas	pichka	taylor2006
Chacpar	pitsqa	heggarty2005
Chetilla	pič(ə)γa	heggarty2005
Chipaya	phisqa	heggarty2005
Curva	pičqa	heggarty2005
Cuzco	pisqa	heggarty2005
CuzquenoAntiguo	pichcca	holguin1608
Huallaga	pičqa	heggarty2005
Huanca	pitʃʔa	cerron2018
Huancane	phičqa	heggarty2005
Huangascar	pichqa	shimelman2017
HuarazHuailas	pitsqa	parkerchavez1976
Imbabura	pishka	gomez2009
Inkawasi	cinco	heggarty2005
Iruhito	tasknú:ku:	cerron2016
Jaqaru	pičqa	heggarty2005
Kawki	pičqa	heggarty2005
Lamas	pichka	taylor2006
Laraos	pičqa	heggarty2005
Lincha-Tana	pichqa	shimelman2017
Maragua	pišqa	heggarty2005
Napo	pichca	orrwrisley1981
Pacaraos	pisqa	adelaar1982
Pastaza	pichca	landerman1973
Pocona	phišγa	heggarty2005
Puki	pičqa	heggarty2005
Puno	pisqa	heggarty2005
Putumayo	pichca	tandioy1978
Raimondi	pitsqa	parkerchavez1976
SanPedro	pichqa	shimelman2017
Santiagueno	pishqa	juanatey2021
SantoTomas	pixca	santotomas1951
Serena	pička	heggarty2005
Sullkatiti	phisqa	heggarty2005
Taquile	pisqa	heggarty2005
Tarma	pičxa	adelaar1977
Troje	pička	heggarty2005
Tsimu	tásnu:	cerron2016
Wari	pitsqa	parkerchavez1976
Yanac	pitsqa	heggarty2005
Anonimo	piʃco pichin	valera1586
Apuri	pishqu	shimelman2017
Apurimac	pichinko	camacho2007
Apurimac	pisqo	camacho2007
Apurimac	urpitu	camacho2007
Arma	pisqu	galvez2003
Atalla	pičiwsa	heggarty2005
Ayacucho	urpitu, pisqo	soto1976
Bobonaza	pishcu	orrwrisley1981
Cacra-Hongos	pishqu	shimelman2017
Chachapoyas	pishku	taylor2006
Chacpar	čankis	heggarty2005
Chetilla	pišγu	heggarty2005
Chipaya	wezla	heggarty2005
Curva	p'isqu	heggarty2005
Cuzco	pičinku, pičinchu	heggarty2005
CuzquenoAntiguo	ppichiu, piʃco	holguin1608
Huallaga	pišqu	heggarty2005
Huanca	piʃʔu	cerron2018
Huancane	hamač'i	heggarty2005
Huangascar	pishqu	shimelman2017
HuarazHuailas	pishqu	parkerchavez1976
Imbabura	pishku	gomez2009
Inkawasi	kuru	heggarty2005
Iruhito	pʰtší:ntša	cerron2016
Jaqaru	č'ipi	heggarty2005
Kawki	č'ipi	heggarty2005
Lamas	pishku	taylor2006
Laraos	pišqu	heggarty2005
Lincha-Tana	pishqu	shimelman2017
Maragua	p'isqu	heggarty2005
Napo	pishcu	orrwrisley1981
Pacaraos	pishqu	adelaar1982
Pastaza	pishcu	landerman1973
Pocona	p'isγu	heggarty2005
Puki	hamač'i	heggarty2005
Puno	p'isqu	heggarty2005
Putumayo	piscu	tandioy1978
Raimondi	pishqu	parkerchavez1976
SanPedro	pishqu	shimelman2017
Santiagueno	pishqo	juanatey2021
SantoTomas	pisco	santotomas1996
Serena	pišku	heggarty2005
Sullkatiti	hamač'i	heggarty2005
Taquile	p'isqu	heggarty2005
Tarma	pišxu	adelaar1977
Troje	pišku	heggarty2005
Tsimu	tší:ntša	cerron2016
Wari	pishqu	parkerchavez1976
Yanac	pišqu	heggarty2005
Anonimo	curu	valera1586
Apuri	uru	shimelman2017
Apurimac	sillwi	camacho2007
Apurimac	uru	camacho2007
Apurimac	utuskuru	camacho2007
Arma	uru	galvez2003
Atalla	kuru	heggarty2005
Ayacucho	uru	soto1976
Bobonaza	curu	orrwrisley1981
Cacra-Hongos	uru	shimelman2017
Chachapoyas	kuru	taylor2006
Chacpar	kuru	heggarty2005
Chetilla	kuru	heggarty2005
Chipaya	laq'u	heggarty2005
Curva	kuru	heggarty2005
Cuzco	kuru	heggarty2005
CuzquenoAntiguo	curu	holguin1608
Huallaga	kuru	heggarty2005
Huanca	kulu	cerron2018
Huancane	laq'u	heggarty2005
Huangascar	uru	shimelman2017
HuarazHuailas	kuru	parkerchavez1976
Imbabura	kuika	gomez2009
Inkawasi	ñuši	heggarty2005
Iruhito	kútši:	cerron2016
Jaqaru	ñiq'u	heggarty2005
Kawki	ñiq'u	heggarty2005
Lamas	kuru	taylor2006
Laraos	kuru	heggarty2005
Lincha-Tana	uru	shimelman2017
Maragua	khuru	heggarty2005
Napo	curu	orrwrisley1981
Pacaraos	kuru	adelaar1982
Pastaza	curu	landerman1973
Pocona	khuru	heggarty2005
Puki	laq'u	heggarty2005
Puno	kuru	heggarty2005
Putumayo	curu	tandioy1978
Raimondi	kuru	parkerchavez1976
SanPedro	uru	shimelman2017
Santiagueno	kuru	juanatey2021
SantoTomas	curo	santotomas1951
Serena	kuru	heggarty2005
Sullkatiti	laq'u	heggarty2005
Taquile	kuru	heggarty2005
Tarma	kuru	adelaar1977
Troje	khuru	heggarty2005
Tsimu	kú:dži	cerron2016
Wari	kuru	parkerchavez1976
Yanac	kuru	heggarty2005
Anonimo	vça	valera1586
Apuri	usa	shimelman2017
Apurimac	usa	camacho2007
Arma	usa	galvez2003
Atalla	usa	heggarty2005
Ayacucho	usa	soto1976
Bobonaza	usa	orrwrisley1981
Cacra-Hongos	usa	shimelman2017
Chachapoyas	usa	taylor2006
Chacpar	uwa	heggarty2005
Chetilla	usa	heggarty2005
Chipaya	sami	heggarty2005
Curva	usa	heggarty2005
Cuzco	usa	heggarty2005
CuzquenoAntiguo	vça	holguin1608
Huallaga	usa	heggarty2005
Huanca	usa	cerron2018
Huanca	tʃutʃuy	cerron2018
Huancane	lap'a	heggarty2005
Huangascar	usa	shimelman2017
HuarazHuailas	uha	parkerchavez1976
Imbabura	usa	gomez2009
Inkawasi	lisu, lišu	heggarty2005
Iruhito	sá:mi	cerron2016
Jaqaru	nap'a	heggarty2005
Kawki	nap'a	heggarty2005
Lamas	usa	taylor2006
Laraos	usa	heggarty2005
Lincha-Tana	usa	shimelman2017
Maragua	usa	heggarty2005
Napo	usa	orrwrisley1981
Pacaraos	uwa	adelaar1982
Pastaza	usa	landerman1973
Pocona	usa	heggarty2005
Puki	lap'a	heggarty2005
Puno	usa	heggarty2005
Putumayo	usa	tandioy1978
Raimondi		parkerchavez1976
SanPedro	usa	shimelman2017
Santiagueno	usa	juanatey2021
SantoTomas	vʃʃa, moti, ocça	santotomas1951
Serena	usa	heggarty2005
Sullkatiti	lap'a	heggarty2005
Taquile	usa	heggarty2005
Tarma	uwa	adelaar1977
Troje	usa	heggarty2005
Tsimu	sán	cerron2016
Wari	uwa	parkerchavez1976
Yanac	usa	heggarty2005
Anonimo	runtu	valera1586
Apuri	runtu	shimelman2017
Apurimac	runtu	camacho2007
Arma	runtu	galvez2003
Atalla	runtu	heggarty2005
Ayacucho	runtu	soto1976
Bobonaza	lulun	orrwrisley1981
Cacra-Hongos	runtu	shimelman2017
Chachapoyas	runtu	taylor2006
Chacpar	runtu	heggarty2005
Chetilla	ruru	heggarty2005
Chipaya	ziñi	heggarty2005
Curva	runtu	heggarty2005
Cuzco	runtu	heggarty2005
CuzquenoAntiguo	runtu	holguin1608
Huallaga	runtu	heggarty2005
Huanca	luntu	cerron2018
Huancane	k'awna, k'anwa	heggarty2005
Huangascar	runtu	shimelman2017
HuarazHuailas	ruru	parkerchavez1976
Imbabura	lulun	gomez2009
Inkawasi	řundu	heggarty2005
Iruhito	shíñi	cerron2016
Jaqaru	nuru	heggarty2005
Kawki	k'awna	heggarty2005
Lamas	runtu	taylor2006
Laraos	runtu	heggarty2005
Lincha-Tana	runtu	shimelman2017
Maragua	řuntu	heggarty2005
Napo	lulun	orrwrisley1981
Pacaraos	ruru	adelaar1982
Pastaza	lulun	landerman1973
Pocona	řuntu	heggarty2005
Puki	k'anwa	heggarty2005
Puno	runtu	heggarty2005
Putumayo		tandioy1978
Raimondi	ruru	parkerchavez1976
SanPedro	runtu	shimelman2017
Santiagueno	runtu	juanatey2021
SantoTomas	runto, ruro	santotomas1951
Serena	lulun	heggarty2005
Sullkatiti	k'awna, k'anwa	heggarty2005
Taquile	runtu	heggarty2005
Tarma	ruru	adelaar1977
Troje	lulun	heggarty2005
Tsimu	sí:ña	cerron2016
Wari	runtu	parkerchavez1976
Yanac	runtu	heggarty2005
Anonimo	huacra	valera1586
Apuri	waqra	shimelman2017
Apurimac	waqra	camacho2007
Arma	waqra	galvez2003
Atalla	waχ(ə)ra	heggarty2005
Ayacucho	waqra	soto1976
Bobonaza	cachu	orrwrisley1981
Cacra-Hongos	waqra	shimelman2017
Chachapoyas	wakra	taylor2006
Chacpar	waγ(ə)ra	heggarty2005
Chetilla	waqra	heggarty2005
Chipaya	tothi; irqi	heggarty2005
Curva	waχra	heggarty2005
Cuzco	waχra	heggarty2005
CuzquenoAntiguo	huacra	holguin1608
Huallaga	waχra	heggarty2005
Huanca	waʔla	cerron2018
Huancane	waχra	heggarty2005
Huangascar	waqra	shimelman2017
HuarazHuailas	waqra	parkerchavez1976
Imbabura	kachu	gomez2009
Inkawasi	waχra	heggarty2005
Iruhito		cerron2016
Jaqaru	waxra	heggarty2005
Kawki	waxra	heggarty2005
Lamas	wakra	taylor2006
Laraos	waχra	heggarty2005
Lincha-Tana	waqra	shimelman2017
Maragua	waχra	heggarty2005
Napo	cachu	orrwrisley1981
Pacaraos	waqra	adelaar1982
Pastaza	cachu	landerman1973
Pastaza	curmita	landerman1973
Pocona	waχra	heggarty2005
Puki	waχra	heggarty2005
Puno	waχra	heggarty2005
Putumayo	cachu	tandioy1978
Raimondi	waqra	parkerchavez1976
SanPedro	waqra	shimelman2017
Santiagueno	waqra	juanatey2021
SantoTomas	guacra	santotomas1951
Serena	kur(u)nus	heggarty2005
Sullkatiti	waχra	heggarty2005
Taquile	waχra	heggarty2005
Tarma	waxra	adelaar1977
Troje	γaču, gaču	heggarty2005
Tsimu		cerron2016
Wari	waqra	parkerchavez1976
Yanac	waqra	heggarty2005
Anonimo	chupa	valera1586
Apuri	trupa	shimelman2017
Apurimac	chupa	camacho2007
Arma	chupa	galvez2003
Atalla	čupa	heggarty2005
Ayacucho	chupa	soto1976
Bobonaza	chupa	orrwrisley1981
Cacra-Hongos	trupa	shimelman2017
Chachapoyas	ĉupa	taylor2006
Chacpar	čupa	heggarty2005
Chetilla	ĉupa	heggarty2005
Chipaya	khurz(a)	heggarty2005
Curva	čupa	heggarty2005
Cuzco	čupa	heggarty2005
CuzquenoAntiguo	chupa	holguin1608
Huallaga	čupa	heggarty2005
Huanca	trupa	cerron2018
Huanca	uypuŝ	cerron2018
Huancane	wič'inka	heggarty2005
Huangascar	trupa	shimelman2017
HuarazHuailas	chupa	parkerchavez1976
Imbabura	chupa	gomez2009
Inkawasi	ĉupa	heggarty2005
Iruhito	kúr̂sʰ	cerron2016
Jaqaru	wič'anku	heggarty2005
Kawki	wiĉ'inga	heggarty2005
Lamas	chupa	taylor2006
Laraos	ĉupa	heggarty2005
Lincha-Tana	trupa	shimelman2017
Maragua	čupa	heggarty2005
Napo	chupa	orrwrisley1981
Pacaraos	trupa	adelaar1982
Pastaza	chupa	landerman1973
Pocona	čupa	heggarty2005
Puki	wič'inkha	heggarty2005
Puno	čupa	heggarty2005
Putumayo	chupa	tandioy1978
Raimondi	chupa	parkerchavez1976
SanPedro	trupa	shimelman2017
Santiagueno	chupa	juanatey2021
SantoTomas	chuppa	santotomas1951
Serena	čupa	heggarty2005
Sullkatiti	wič'inkha	heggarty2005
Taquile	čupa	heggarty2005
Tarma	ĉuba	adelaar1977
Troje	čupa	heggarty2005
Tsimu	kúr̂sʰ	cerron2016
Wari	chupa	parkerchavez1976
Yanac	ĉupa	heggarty2005
Anonimo	ricra	valera1586
Apuri	rikra	shimelman2017
Apurimac	rapra	camacho2007
Apurimac	parpa	camacho2007
Arma	rapra, rikra	galvez2003
Atalla	rapra 	heggarty2005
Ayacucho	rapra	soto1976
Bobonaza	rigra	orrwrisley1981
Cacra-Hongos	likla	shimelman2017
Chachapoyas	rikra	taylor2006
Chacpar	alas	heggarty2005
Chetilla	ala	heggarty2005
Chipaya	qhara	heggarty2005
Curva	lixra	heggarty2005
Cuzco	raφra	heggarty2005
CuzquenoAntiguo	ricra	holguin1608
Huallaga	caapa	heggarty2005
Huanca	lapla	cerron2018
Huanca	likla	cerron2018
Huancane	čhiqha	heggarty2005
Huangascar	rikra	shimelman2017
HuarazHuailas	ripra	parkerchavez1976
Imbabura	alas	gomez2009
Inkawasi	ala	heggarty2005
Iruhito		cerron2016
Jaqaru	ka:ka	heggarty2005
Kawki	ka:ka	heggarty2005
Lamas	rikra	taylor2006
Laraos	likra	heggarty2005
Lincha-Tana	likla	shimelman2017
Maragua	lixra	heggarty2005
Napo	rigra	orrwrisley1981
Pacaraos		adelaar1982
Pastaza	ɾigra	landerman1973
Pocona	liχra, lixra	heggarty2005
Puki	čhiqha	heggarty2005
Puno	rixra	heggarty2005
Putumayo	ugllarisca	tandioy1978
Raimondi		parkerchavez1976
SanPedro	rikra	shimelman2017
Santiagueno	likra	juanatey2021
SantoTomas	ricra	santotomas1951
Serena	riγra panga	heggarty2005
Sullkatiti	čhiqha	heggarty2005
Taquile	rixra	heggarty2005
Tarma	rapra	adelaar1977
Troje	alas	heggarty2005
Tsimu		cerron2016
Wari	aala	parkerchavez1976
Yanac	ala	heggarty2005
Anonimo	runa	valera1586
Apuri	runa	shimelman2017
Apurimac	runa	camacho2007
Arma	runa	galvez2003
Atalla	runa	heggarty2005
Ayacucho	runa	soto1976
Bobonaza	runa	orrwrisley1981
Cacra-Hongos		shimelman2017
Chachapoyas	runa	taylor2006
Chacpar	runa	heggarty2005
Chetilla	runa	heggarty2005
Chipaya	zhoñi	heggarty2005
Curva	runa	heggarty2005
Cuzco	runa	heggarty2005
CuzquenoAntiguo	runa	holguin1608
Huallaga	runa	heggarty2005
Huanca	nuna	cerron2018
Huanca	yaŝʔa	cerron2018
Huanca	mawla	cerron2018
Huancane	haqi	heggarty2005
Huangascar	runa	shimelman2017
HuarazHuailas	nuna	parkerchavez1976
Imbabura	jinti	gomez2009
Inkawasi	runa	heggarty2005
Iruhito		cerron2016
Jaqaru	haqi	heggarty2005
Kawki	haqi	heggarty2005
Lamas	runa	taylor2006
Laraos	runa	heggarty2005
Lincha-Tana	runa	shimelman2017
Maragua	runa, řuna	heggarty2005
Napo	runa	orrwrisley1981
Pacaraos	runa	adelaar1982
Pastaza	runa	landerman1973
Pocona	řuna	heggarty2005
Puki	haqi	heggarty2005
Puno	runa	heggarty2005
Putumayo	runa	tandioy1978
Raimondi	nuna	parkerchavez1976
SanPedro	runa	shimelman2017
Santiagueno		juanatey2021
SantoTomas	runa	santotomas1951
Serena	runa	heggarty2005
Sullkatiti	haqi	heggarty2005
Taquile	runa	heggarty2005
Tarma	nuna	adelaar1977
Troje	řuna	heggarty2005
Tsimu		cerron2016
Wari		parkerchavez1976
Yanac	runa	heggarty2005
Anonimo	cari	valera1586
Apuri	qari	shimelman2017
Apurimac	qari	camacho2007
Arma	qari	galvez2003
Atalla	χari	heggarty2005
Ayacucho	qari	soto1976
Bobonaza	cari	orrwrisley1981
Cacra-Hongos	qali	shimelman2017
Chachapoyas	ullku	taylor2006
Chacpar	uλγu	heggarty2005
Chetilla	udž(ə)γu	heggarty2005
Chipaya	kero	heggarty2005
Curva	qhari	heggarty2005
Cuzco	qhari	heggarty2005
CuzquenoAntiguo	ccari	holguin1608
Huallaga	uλqu	heggarty2005
Huanca	kari	cerron2018
Huancane	čača	heggarty2005
Huangascar	qari	shimelman2017
HuarazHuailas	hombre	parkerchavez1976
Imbabura	kari	gomez2009
Inkawasi	užġu	heggarty2005
Iruhito	só:ñi	cerron2016
Jaqaru	karma(.xa)	heggarty2005
Kawki	karma(.xa)	heggarty2005
Lamas	ullku	taylor2006
Laraos	qari	heggarty2005
Lincha-Tana	qari	shimelman2017
Maragua	qhari	heggarty2005
Napo	cari	orrwrisley1981
Pacaraos	ulqu	adelaar1982
Pastaza	cari	landerman1973
Pocona	qhari	heggarty2005
Puki	čača	heggarty2005
Puno	qhari	heggarty2005
Putumayo	cari	tandioy1978
Raimondi	ollqu	parkerchavez1976
SanPedro	qari	shimelman2017
Santiagueno	qari	juanatey2021
SantoTomas	cari, hurco	santotomas1951
Serena	kari	heggarty2005
Sullkatiti	čača	heggarty2005
Taquile	qhari	heggarty2005
Tarma	ulxu	adelaar1977
Troje	khari	heggarty2005
Tsimu	sú:ne:	cerron2016
Wari	ollqu	parkerchavez1976
Yanac	uλqu	heggarty2005
Anonimo	huarmi	valera1586
Apuri	warmi	shimelman2017
Apurimac	warmi	camacho2007
Arma	warmi	galvez2003
Atalla	warmi	heggarty2005
Ayacucho	warmi	soto1976
Bobonaza	huarmi	orrwrisley1981
Cacra-Hongos	warmi	shimelman2017
Chachapoyas	warmi	taylor2006
Chacpar	warmi	heggarty2005
Chetilla	warmi	heggarty2005
Chipaya	thuna	heggarty2005
Curva	warmi	heggarty2005
Cuzco	warmi	heggarty2005
CuzquenoAntiguo	huarmi	holguin1608
Huallaga	warmi	heggarty2005
Huanca	walmi	cerron2018
Huanca	tʃinli	cerron2018
Huanca	lasak	cerron2018
Huanca	kariyuʔ	cerron2018
Huanca	kaŝla	cerron2018
Huanca	taʔllaŝ	cerron2018
Huanca	wawinnaʔ	cerron2018
Huanca	mariʃ 	cerron2018
Huancane	warmi	heggarty2005
Huangascar	warmi	shimelman2017
HuarazHuailas	warmi	parkerchavez1976
Imbabura	warmi	gomez2009
Inkawasi	warmi	heggarty2005
Iruhito	tukú:	cerron2016
Jaqaru	warmi	heggarty2005
Kawki	warmi	heggarty2005
Lamas	warmi	taylor2006
Laraos	warmi	heggarty2005
Lincha-Tana	warmi	shimelman2017
Maragua	warmi	heggarty2005
Napo	huarmi	orrwrisley1981
Pacaraos	warmi	adelaar1982
Pastaza	warmi	landerman1973
Pocona	warmi	heggarty2005
Puki	warmi	heggarty2005
Puno	warmi	heggarty2005
Putumayo	huarmi	tandioy1978
Raimondi	warmi	parkerchavez1976
SanPedro	warmi	shimelman2017
Santiagueno	warmi	juanatey2021
SantoTomas	guarme	santotomas1951
Serena	warmi	heggarty2005
Sullkatiti	warmi	heggarty2005
Taquile	warmi	heggarty2005
Tarma	warmi	adelaar1977
Troje	warmi	heggarty2005
Tsimu	ta:uáco	cerron2016
Wari	warmi	parkerchavez1976
Yanac	warmi	heggarty2005
Anonimo	çocta	valera1586
Apuri	suqta	shimelman2017
Apurimac	soqta	camacho2007
Arma	suqta	galvez2003
Atalla	suχta	heggarty2005
Ayacucho	soqta	soto1976
Bobonaza	sucta	orrwrisley1981
Cacra-Hongos	suqta	shimelman2017
Chachapoyas	sukta	taylor2006
Chacpar	huqta	heggarty2005
Chetilla	suxta	heggarty2005
Chipaya	sujta	heggarty2005
Curva	suχta	heggarty2005
Cuzco	suχta	heggarty2005
CuzquenoAntiguo		holguin1608
Huallaga	suχta	heggarty2005
Huanca	suʔta	cerron2018
Huancane	suχta	heggarty2005
Huangascar	suqta	shimelman2017
HuarazHuailas	hoqta	parkerchavez1976
Imbabura	sukta	gomez2009
Inkawasi	seis	heggarty2005
Iruhito	taχtsú:ku	cerron2016
Jaqaru	suxta	heggarty2005
Kawki	susta	heggarty2005
Lamas	sukta	taylor2006
Laraos	suχta	heggarty2005
Lincha-Tana	suqta	shimelman2017
Maragua	suxta	heggarty2005
Napo	sucta	orrwrisley1981
Pacaraos	huqta/quqta	adelaar1982
Pastaza	sucta	landerman1973
