ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	BORROWING	SOURCE	SUBGROUP
2551		a s i + n i	3376 0	laugh, to	SantoTomas	acini	a s i + n i		santotomas1951	Quechua
2552		a k u + s i + n i	235 0 0	laugh, to	SantoTomas	acucini	a k u + s i + n i		santotomas1951	Quechua
2553		a s i	3376	laugh, to	Serena	asi.	a s i		heggarty2005	Quechua
2554		l a r u	3378	laugh, to	Sullkatiti	laru.	l a r u		heggarty2005	Aymara
2555		a s i	3376	laugh, to	Taquile	asi.	a s i		heggarty2005	Quechua
2556		ai k u	235	laugh, to	Tarma	ayku	ai k u		adelaar1977	Quechua
2557		a s i	3376	laugh, to	Troje	asi.	a s i		heggarty2005	Quechua
2558		a s i	3376	laugh, to	Wari	asiy	a s i		parkerchavez1976	Quechua
2559		a s i	3376	laugh, to	Yanac	asi.	a s i		heggarty2005	Quechua
2560		w a k a + n i	944 0	cry, to	Anonimo	huacani	w a k a + n i		valera1586	Quechua
2562		w a q a	944	cry, to	Apuri	waqa-	w a q a		shimelman2017	Quechua
2563		w a q a	944	cry, to	Apurimac	waqa	w a q a		camacho2007	Quechua
2564		w a χ a	944	cry, to	Atalla	waχa.	w a χ a		heggarty2005	Quechua
2565		w a χ a	944	cry, to	Ayacucho	waqa	w a χ a		soto1976	Quechua
2567		w a k a + n a	944 0	cry, to	Bobonaza	huacana	w a k a + n a		orrwrisley1981	Quechua
2569		w a q a	944	cry, to	Cacra-Hongos	waqa-	w a q a		shimelman2017	Quechua
2570		w a k a	944	cry, to	Chachapoyas	waka	w a k a		taylor2006	Quechua
2571		w a ʁ a	944	cry, to	Chacpar	waγa	w a ʁ a		heggarty2005	Quechua
2572		w a ʁ a	944	cry, to	Chetilla	waγa.	w a ʁ a		heggarty2005	Quechua
2573		q aː z	236	cry, to	Chipaya	qaa.z	q aː z		heggarty2005	Uru-Chipaya
2574		w a q a	944	cry, to	Curva	waqa.	w a q a		heggarty2005	Quechua
2575		w a q a	944	cry, to	Cuzco	waqa.	w a q a		heggarty2005	Quechua
2576		w a k a + n i	944 0	cry, to	CuzquenoAntiguo	huacani	w a k a + n i		holguin1608	Quechua
2577		w a q a	944	cry, to	Huallaga	waqa.	w a q a		heggarty2005	Quechua
2578		w a ʔ ai	944	cry, to	Huanca	waqay	w a ʔ ai		cerron1976	Quechua
2582		h a tʃ a	278	cry, to	Huancane	hača.	h a tʃ a		heggarty2005	Aymara
2584		w a q a	944	cry, to	Huangascar	waqa-	w a q a		shimelman2017	Quechua
2585		w a q ai	944	cry, to	HuarazHuailas	waqay	w a q ai		parkerchavez1976	Quechua
2586		w a k a + n a	944 0	cry, to	Imbabura	wakana	w a k a + n a		gomez2009	Quechua
2587		w a ʁ a	944	cry, to	Inkawasi	waγa.	w a ʁ a		heggarty2005	Quechua
2588		h a ts a	278	cry, to	Jaqaru	hatsa.	h a ts a		heggarty2005	Aymara
2589		h a ʈʂ a	278	cry, to	Kawki	haĉa.	h a ʈʂ a		heggarty2005	Aymara
2590		w a k a	944	cry, to	Lamas	waka	w a k a		taylor2006	Quechua
2591		w a q a	944	cry, to	Laraos	waqa.	w a q a		heggarty2005	Quechua
2593		w a q a	944	cry, to	Lincha-Tana	waqa-	w a q a		shimelman2017	Quechua
2594		w a q a	944	cry, to	Maragua	waqa.	w a q a		heggarty2005	Quechua
2595		w a k a + n a	944 0	cry, to	Napo	huacana	w a k a + n a		orrwrisley1981	Quechua
2596		w a ʁ a	944	cry, to	Pacaraos	waqa	w a ʁ a		adelaar1982	Quechua
2597		w a k a + n a	944 0	cry, to	Pastaza	wacana	w a k a + n a		landerman1973	Quechua
2598		w a ʁ a	944	cry, to	Pocona	waγa.	w a ʁ a		heggarty2005	Quechua
2599		χ a tʃ a	278	cry, to	Puki	χača.	χ a tʃ a		heggarty2005	Aymara
2600		w a q a	944	cry, to	Puno	waqa.	w a q a		heggarty2005	Quechua
2601		w a k a	944	cry, to	Putumayo	huaca	w a k a		tandioy1978	Quechua
2602		w a q ai	944	cry, to	Raimondi	waqay	w a q ai		parkerchavez1976	Quechua
2604		w a q a	944	cry, to	SanPedro	waqa-	w a q a		shimelman2017	Quechua
2605		w a χ ai	944	cry, to	Santiagueno	waqay	w a χ ai		juanatey2021	Quechua
2606		w a k a + n i	944 0	cry, to	SantoTomas	guacani	w a k a + n i		santotomas1951	Quechua
2607		w a k a	944	cry, to	Serena	waka.	w a k a		heggarty2005	Quechua
2608		h a tʃ a	278	cry, to	Sullkatiti	hača.	h a tʃ a		heggarty2005	Aymara
2609		w a q a	944	cry, to	Taquile	waqa.	w a q a		heggarty2005	Quechua
2610		w a χ a	944	cry, to	Tarma	waxa	w a χ a		adelaar1977	Quechua
2611		w a k a	944	cry, to	Troje	waka.	w a k a		heggarty2005	Quechua
2612		w a q ai	944	cry, to	Wari	waqay	w a q ai		parkerchavez1976	Quechua
2613		w a q a	944	cry, to	Yanac	waqa.	w a q a		heggarty2005	Quechua
2614		k ɔ + n i	2367 0	give, to	Anonimo	coni	k ɔ + n i		valera1586	Quechua
2615		q o	2367	give, to	Apuri	qu-	q o		shimelman2017	Quechua
2616		q o	2367	give, to	Apurimac	qo	q o		camacho2007	Quechua
2617		χ u	2367	give, to	Arma	qu	χ u		galvez2003	Quechua
2618		χ u	2367	give, to	Atalla	χu.	χ u		heggarty2005	Quechua
2619		χ o	2367	give, to	Ayacucho	qo	χ o		soto1976	Quechua
2620		k u + n a	2367 0	give, to	Bobonaza	cuna	k u + n a		orrwrisley1981	Quechua
2621		q o	2367	give, to	Cacra-Hongos	qu-	q o		shimelman2017	Quechua
2622		k u	2367	give, to	Chachapoyas	ku	k u		taylor2006	Quechua
2623		ɢ u	2367	give, to	Chacpar	ġu.	ɢ u		heggarty2005	Quechua
2624		q u	2367	give, to	Chetilla	qu.	q u		heggarty2005	Quechua
2625		i tʃ z	239	give, to	Chipaya	ich.z	i tʃ z		heggarty2005	Uru-Chipaya
2626		q u	2367	give, to	Curva	qu.	q u		heggarty2005	Quechua
2627		q u	2367	give, to	Cuzco	qu.	q u		heggarty2005	Quechua
2628		χ u + n i	2367 0	give, to	CuzquenoAntiguo	ccuni	χ u + n i		holguin1608	Quechua
2629		q u	2367	give, to	Huallaga	qu.	q u		heggarty2005	Quechua
2631		ʔ u	2367	give, to	Huanca	quy	ʔ u		cerron1976	Quechua
2632		tʃ u r a	2371	give, to	Huancane	čura.	tʃ u r a		heggarty2005	Aymara
2633		q o	2367	give, to	Huangascar	qu-	q o		shimelman2017	Quechua
2634		k u + n a	2367 0	give, to	Imbabura	kuna	k u + n a		gomez2009	Quechua
2635		q u	2367	give, to	Inkawasi	qu.	q u		heggarty2005	Quechua
2636		j a k a	241	give, to	Jaqaru	yaka.	j a k a		heggarty2005	Aymara
2637		j a k a	241	give, to	Kawki	yaka.	j a k a		heggarty2005	Aymara
2638		k u	2367	give, to	Lamas	ku	k u		taylor2006	Quechua
2639		q u	2367	give, to	Laraos	qu.	q u		heggarty2005	Quechua
2640		q o	2367	give, to	Lincha-Tana	qu-	q o		shimelman2017	Quechua
2641		q u	2367	give, to	Maragua	qu.	q u		heggarty2005	Quechua
2642		k u + ) n a	2367 0	give, to	Napo	cuna	k u + n a		orrwrisley1981	Quechua
2643		χ o	2367	give, to	Pacaraos	qu	χ o		adelaar1982	Quechua
2644		k u + n a	2367 0	give, to	Pastaza	cuna	k u + n a		landerman1973	Quechua
2645		ɢ u	2367	give, to	Pocona	ġu.	ɢ u		heggarty2005	Quechua
2646		tʃ u r a	2371	give, to	Puki	čura.	tʃ u r a		heggarty2005	Aymara
2647		q u	2367	give, to	Puno	qu.	q u		heggarty2005	Quechua
2648		k ua	2367	give, to	Putumayo	cua	k ua		levinsohn1976	Quechua
2649		q o	2367	give, to	SanPedro	qu-	q o		shimelman2017	Quechua
2650		q o	2367	give, to	Santiagueno	qoy	q o		juanatey2021	Quechua
2651		k o	2367	give, to	SantoTomas	co	k o		santotomas1951	Quechua
2652		k u	2367	give, to	Serena	ku.	k u		heggarty2005	Quechua
2653		tʃ u r a	2371	give, to	Sullkatiti	čura.	tʃ u r a		heggarty2005	Aymara
2654		q u	2367	give, to	Taquile	qu.	q u		heggarty2005	Quechua
2655		χ o	2367	give, to	Tarma	xu	χ o		adelaar1977	Quechua
2656		k u	2367	give, to	Troje	ku.	k u		heggarty2005	Quechua
2657		q u	2367	give, to	Yanac	qu.	q u		heggarty2005	Quechua
2658		s i ɾ a + n i	5518 0	sew, to	Anonimo	cirani	s i ɾ a + n i		valera1586	Quechua
2659		s i ɾ a	5518	sew, to	Apuri	sira-	s i ɾ a		shimelman2017	Quechua
2660		u t k a	5521	sew, to	Apuri	utka-	u t k a		shimelman2017	Quechua
2661		s i ɾ a	5518	sew, to	Apurimac	sira	s i ɾ a		camacho2007	Quechua
2662		s i ɾ a	5518	sew, to	Arma	sira	s i ɾ a		galvez2003	Quechua
2663		s i ɾ a	5518	sew, to	Atalla	sira.	s i ɾ a		heggarty2005	Quechua
2664		s i ɾ a	5518	sew, to	Ayacucho	sira	s i ɾ a		soto1976	Quechua
2665		s i ɾ a + n a	5518 0	sew, to	Bobonaza	sirana	s i ɾ a + n a		orrwrisley1981	Quechua
2666		s i l a	5518	sew, to	Cacra-Hongos	sira-	s i l a		shimelman2017	Quechua
2667		u t k a	5521	sew, to	Cacra-Hongos	utka-	u t k a		shimelman2017	Quechua
2668		s i ɾ a	5518	sew, to	Chachapoyas	sira	s i ɾ a		taylor2006	Quechua
2669		h i ɾ a	5518	sew, to	Chacpar	hira.	h i ɾ a		heggarty2005	Quechua
2670		s i ɾ a	5518	sew, to	Chetilla	sira.	s i ɾ a		heggarty2005	Quechua
2671		kʰ o tʃ z	5519	sew, to	Chipaya	khoch.z	kʰ o tʃ z		heggarty2005	Uru-Chipaya
2672		s i ɾ a	5518	sew, to	Curva	sira.	s i ɾ a		heggarty2005	Quechua
2673		s i ɾ a	5518	sew, to	Cuzco	sira.	s i ɾ a		heggarty2005	Quechua
2674		s i ɾ a + n i	5518 0	sew, to	CuzquenoAntiguo	cirani	s i ɾ a + n i		holguin1608	Quechua
2675		h i ɾ a	5518	sew, to	Huallaga	hira.	h i ɾ a		heggarty2005	Quechua
2676		h i l a	5518	sew, to	Huanca	hilay	h i l a		cerron2018	Quechua
2677		tʃʼ u k u	242	sew, to	Huancane	č'uku.	tʃʼ u k u		heggarty2005	Aymara
2678		s i ɾ a	5518	sew, to	Huangascar	sira-	s i ɾ a		shimelman2017	Quechua
2679		u t k a	5521	sew, to	Huangascar	utka-	u t k a		shimelman2017	Quechua
2680		x i ɾ a	5518	sew, to	HuarazHuailas	hiray	x i ɾ a		parkerchavez1976	Quechua
2681		s i ɾ a + n a	5518 0	sew, to	Imbabura	sirana	s i ɾ a + n a		gomez2009	Quechua
2682		s i ɾ a	5518	sew, to	Inkawasi	sira.	s i ɾ a		heggarty2005	Quechua
2683		tsʼ u k u	242	sew, to	Jaqaru	ts'uku.	tsʼ u k u		heggarty2005	Aymara
2684		ʈʂ’ u k u	242	sew, to	Kawki	ĉ'uku.	ʈʂ’ u k u		heggarty2005	Aymara
2685		s i ɾ a	5518	sew, to	Lamas	sira	s i ɾ a		taylor2006	Quechua
2686		s i ɾ a	5518	sew, to	Laraos	sira.	s i ɾ a		heggarty2005	Quechua
2687		s i ɾ a	5518	sew, to	Lincha-Tana	sira-	s i ɾ a		shimelman2017	Quechua
2688		u t k a	5521	sew, to	Lincha-Tana	utka-	u t k a		shimelman2017	Quechua
2689		s i ɾ a	5518	sew, to	Maragua	sira.	s i ɾ a		heggarty2005	Quechua
2690		s i ɾ a + n a	5518 0	sew, to	Napo	sirana	s i ɾ a + n a		orrwrisley1981	Quechua
2691		x i ɾ a	5518	sew, to	Pacaraos	hira	x i ɾ a		adelaar1982	Quechua
2692		s i ɾ a + n a	5518 0	sew, to	Pastaza	sirana	s i ɾ a + n a		landerman1973	Quechua
2693		s i ɾ a	5518	sew, to	Pocona	sira.	s i ɾ a		heggarty2005	Quechua
2694		tʃʼ u k u	242	sew, to	Puki	č'uku.	tʃʼ u k u		heggarty2005	Aymara
2695		s i ɾ a	5518	sew, to	Puno	sira.	s i ɾ a		heggarty2005	Quechua
2696		s i ɾ a	5518	sew, to	Putumayo	sira	s i ɾ a		tandioy1978	Quechua
2697		x i ɾ a	5518	sew, to	Raimondi	hiray	x i ɾ a		parkerchavez1976	Quechua
2698		s i ɾ a	5518	sew, to	SanPedro	sira-	s i ɾ a		shimelman2017	Quechua
2699		u t k a	5521	sew, to	SanPedro	utka-	u t k a		shimelman2017	Quechua
2700		s e ɾ a	5518	sew, to	Santiagueno	seray	s e ɾ a		juanatey2021	Quechua
2701		s i ɾ a + n i	5518 0	sew, to	SantoTomas	sirani	s i ɾ a + n i		santotomas1951	Quechua
2702		tʃ u k - + t a + n i	242 0 0	sew, to	SantoTomas	chuctani	tʃ u k + t a + n i		santotomas1951	Quechua
2703		s i ɾ a	5518	sew, to	Serena	sira.	s i ɾ a		heggarty2005	Quechua
2704		tʃʼ u k u	242	sew, to	Sullkatiti	č'uku.	tʃʼ u k u		heggarty2005	Aymara
2705		s i ɾ a	5518	sew, to	Taquile	sira.	s i ɾ a		heggarty2005	Quechua
2706		χ e ɾ a	5518	sew, to	Tarma	xira	χ e ɾ a		adelaar1977	Quechua
2707		s i ɾ a	5518	sew, to	Troje	sira.	s i ɾ a		heggarty2005	Quechua
2708		x i ɾ a	5518	sew, to	Wari	hiray	x i ɾ a		parkerchavez1976	Quechua
2709		- i r a	5518	sew, to	Yanac	ira.	i r a		heggarty2005	Quechua
2710		t a k a + n i	3108 0	hit, to	Anonimo	tacani	t a k a + n i		valera1586	Quechua
2711		m a q a	244	hit, to	Apuri	maqa	m a q a		shimelman2017	Quechua
2713		- - - - p a n a	3111	hit, to	Apurimac	pana	p a n a		camacho2007	Quechua
2715		t a k a	3108	hit, to	Apurimac	taka	t a k a		camacho2007	Quechua
2717		w a χ t a	3109	hit, to	Arma	waqta	w a χ t a		galvez2003	Quechua
2718		t a k a	3108	hit, to	Arma	taka	t a k a		galvez2003	Quechua
2719		t a k a	3108	hit, to	Atalla	taka.	t a k a		heggarty2005	Quechua
2720		w a χ t a	3109	hit, to	Ayacucho	waqta	w a χ t a		soto1976	Quechua
2721		t a k a	3108	hit, to	Ayacucho	taka	t a k a		soto1976	Quechua
2722		s a g m a + n a	120 0	hit, to	Bobonaza	sagmana	s a g m a + n a		orrwrisley1981	Quechua
2723		m a q a	244	hit, to	Cacra-Hongos	maqa	m a q a		shimelman2017	Quechua
2724		m a k a	244	hit, to	Chachapoyas	maka	m a k a		taylor2006	Quechua
2725		w a k t a	3109	hit, to	Chachapoyas	wakta	w a k t a		taylor2006	Quechua
2726		t a k a	3108	hit, to	Chacpar	taka.	t a k a		heggarty2005	Quechua
2727		t a k a	3108	hit, to	Chetilla	taka.	t a k a		heggarty2005	Quechua
2728		ʈʂ a k z	192	hit, to	Chipaya	trak.z	ʈʂ a k z		heggarty2005	Uru-Chipaya
2729		t a k a	3108	hit, to	Curva	taka.	t a k a		heggarty2005	Quechua
2730		t a k a	3108	hit, to	Cuzco	taka.	t a k a		heggarty2005	Quechua
2731		w a k t a	3109	hit, to	CuzquenoAntiguo	huakta	w a k t a		holguin1608	Quechua
2733		m a ʔ a	244	hit, to	Huanca	maqay	m a ʔ a		cerron1976	Quechua
2734		l i qʼ i	4	hit, to	Huancane	liq'i.	l i qʼ i		heggarty2005	Aymara
2735		m a q a	244	hit, to	Huangascar	maqa	m a q a		shimelman2017	Quechua
2736		m a q a	244	hit, to	HuarazHuailas	maqay	m a q a		parkerchavez1976	Quechua
2737		t a k a + n a	3108 0	hit, to	Imbabura	takana	t a k a + n a		gomez2009	Quechua
2738		t a k a	3108	hit, to	Inkawasi	taka.	t a k a		heggarty2005	Quechua
2739		h ai - tʃ a	294	hit, to	Jaqaru	hayča.	h ai tʃ a		heggarty2005	Aymara
2740		tʃ a n q - a - -	194	hit, to	Kawki	čanqa.	tʃ a n q a		heggarty2005	Aymara
2741		m a k a	244	hit, to	Lamas	maka	m a k a		taylor2006	Quechua
2742		w a k t a	3109	hit, to	Lamas	wakta	w a k t a		taylor2006	Quechua
2743		m a q a	244	hit, to	Laraos	maqa.	m a q a		heggarty2005	Quechua
2744		m a q a	244	hit, to	Lincha-Tana	maqa	m a q a		shimelman2017	Quechua
2745		t a k a	3108	hit, to	Maragua	taka.	t a k a		heggarty2005	Quechua
2746		s a g m a + n a	120 0	hit, to	Napo	sagmana	s a g m a + n a		orrwrisley1981	Quechua
2747		m a ʁ a	244	hit, to	Pacaraos	maqa	m a ʁ a		adelaar1982	Quechua
2748		t u l u p u + n a	280 0	hit, to	Pastaza	tulupuna	t u l u p u + n a		landerman1973	Quechua
2749		w a k t a + n a	3109 0	hit, to	Pastaza	wactana	w a k t a + n a		landerman1973	Quechua
2750		w a χ t a	3109	hit, to	Pocona	waχta.	w a χ t a		heggarty2005	Quechua
2751		l i qʼ i	4	hit, to	Puki	liq'i.	l i qʼ i		heggarty2005	Aymara
2752		t a k a	3108	hit, to	Puno	taka.	t a k a		heggarty2005	Quechua
2753		m a k a	244	hit, to	Putumayo	maca	m a k a		tandioy1978	Quechua
2754		t a k a + tʃ i	3108 0	hit, to	Putumayo	tacachi	t a k a + tʃ i		tandioy1978	Quechua
2755		m a q a	244	hit, to	Raimondi	maqay	m a q a		parkerchavez1976	Quechua
2756		m a q a	244	hit, to	SanPedro	maqa	m a q a		shimelman2017	Quechua
2757		m a x a	244	hit, to	Santiagueno	makay	m a x a		juanatey2021	Quechua
2758		t a k a + n i	3108 0	hit, to	SantoTomas	tacani	t a k a + n i		santotomas1951	Quechua
2759		w a x t a	3109	hit, to	Serena	waxta.	w a x t a		heggarty2005	Quechua
2760		l i qʼ i	4	hit, to	Sullkatiti	liq'i.	l i qʼ i		heggarty2005	Aymara
2761		w a χ t a	3109	hit, to	Taquile	waχta.	w a χ t a		heggarty2005	Quechua
2762		m a χ a	244	hit, to	Tarma	maxa	m a χ a		adelaar1977	Quechua
2763		t a k a	3108	hit, to	Troje	taka.	t a k a		heggarty2005	Quechua
2764		m a q a	244	hit, to	Wari	maqay	m a q a		parkerchavez1976	Quechua
2765		t a k a	3108	hit, to	Yanac	taka.	t a k a		heggarty2005	Quechua
2766		k a m ( - )	6747	thou (you sg.)	Anonimo	cam	k a m		valera1586	Quechua
2767		q a m ( - )	6747	thou (you sg.)	Apuri	qam	q a m		shimelman2017	Quechua
2768		q a n ( - )	6747	thou (you sg.)	Apurimac	qan	q a n		camacho2007	Quechua
2769		χ a m ( - )	6747	thou (you sg.)	Arma	qam	χ a m		galvez2003	Quechua
2770		χ a m ( - )	6747	thou (you sg.)	Atalla	χam	χ a m		heggarty2005	Quechua
2771		χ a m ( - )	6747	thou (you sg.)	Ayacucho	qam	χ a m		soto1976	Quechua
2772		k a n ( - )	6747	thou (you sg.)	Bobonaza	can	k a n		orrwrisley1981	Quechua
2773		q a m ( - )	6747	thou (you sg.)	Cacra-Hongos	qam	q a m		shimelman2017	Quechua
2774		k a m ( - )	6747	thou (you sg.)	Chachapoyas	kam	k a m		taylor2006	Quechua
2775		q a m ( - )	6747	thou (you sg.)	Chacpar	qam	q a m		heggarty2005	Quechua
2776		ɢ a m ( - )	6747	thou (you sg.)	Chacpar	ġam	ɢ a m		heggarty2005	Quechua
2777		q a m ( - )	6747	thou (you sg.)	Chetilla	qam	q a m		heggarty2005	Quechua
2778		- a m ( - )	295	thou (you sg.)	Chipaya	am	a m		heggarty2005	Uru-Chipaya
2779		q a n ( - )	6747	thou (you sg.)	Curva	qan	q a n		heggarty2005	Quechua
2780		q a n ( - )	6747	thou (you sg.)	Cuzco	qan	q a n		heggarty2005	Quechua
2781		k a m ( - )	6747	thou (you sg.)	CuzquenoAntiguo	cam	k a m		holguin1608	Quechua
2782		q a m ( - )	6747	thou (you sg.)	Huallaga	qam	q a m		heggarty2005	Quechua
2784		q a m ( - )	6747	thou (you sg.)	Huanca	qam	q a m		cerron1976	Quechua
2785		h u m a	6748	thou (you sg.)	Huancane	huma	h u m a		heggarty2005	Aymara
2786		q a m ( - )	6747	thou (you sg.)	Huangascar	qam	q a m		shimelman2017	Quechua
2787		q a m ( - )	6747	thou (you sg.)	HuarazHuailas	qam	q a m		parkerchavez1976	Quechua
2788		k a n ( - )	6747	thou (you sg.)	Imbabura	kan	k a n		gomez2009	Quechua
2789		x a m ( - )	6747	thou (you sg.)	Inkawasi	xam	x a m		heggarty2005	Quechua
2790		- a: m ( - ) + t s a: i	295 378	thou (you sg.)	Iruhito	á:m tsa:i	a: m + t s a: i		cerron2016	Uru-Chipaya
2791		h u m a	6748	thou (you sg.)	Jaqaru	huma	h u m a		heggarty2005	Aymara
2792		h u m a	6748	thou (you sg.)	Kawki	huma	h u m a		heggarty2005	Aymara
2793		k a m ( - )	6747	thou (you sg.)	Lamas	kam	k a m		taylor2006	Quechua
2794		q a m ( - )	6747	thou (you sg.)	Laraos	qam	q a m		heggarty2005	Quechua
2795		q a m ( - )	6747	thou (you sg.)	Lincha-Tana	qam	q a m		shimelman2017	Quechua
2796		q a n ( - )	6747	thou (you sg.)	Maragua	qan	q a n		heggarty2005	Quechua
2797		k a n ( - )	6747	thou (you sg.)	Napo	can	k a n		orrwrisley1981	Quechua
2798		ʁ a m ( - )	6747	thou (you sg.)	Pacaraos	qam	ʁ a m		adelaar1982	Quechua
2799		k a n ( - )	6747	thou (you sg.)	Pastaza	can	k a n		landerman1973	Quechua
2800		ʁ a n ( - )	6747	thou (you sg.)	Pocona	γan	ʁ a n		heggarty2005	Quechua
2801		h u m a	6748	thou (you sg.)	Puki	huma	h u m a		heggarty2005	Aymara
2802		q a n ( - )	6747	thou (you sg.)	Puno	qan	q a n		heggarty2005	Quechua
2803		k a m ( - )	6747	thou (you sg.)	Putumayo	cam	k a m		tandioy1978	Quechua
2804		q a m ( - )	6747	thou (you sg.)	Raimondi	qam	q a m		parkerchavez1976	Quechua
2805		q a m ( - )	6747	thou (you sg.)	SanPedro	qam	q a m		shimelman2017	Quechua
2806		q a m ( - )	6747	thou (you sg.)	Santiagueno	qam	q a m		juanatey2021	Quechua
2807		k a m ( - )	6747	thou (you sg.)	SantoTomas	cam	k a m		santotomas1951	Quechua
2808		k a n ( - )	6747	thou (you sg.)	Serena	kan	k a n		heggarty2005	Quechua
2809		h u m a	6748	thou (you sg.)	Sullkatiti	huma	h u m a		heggarty2005	Aymara
2810		q a n ( - )	6747	thou (you sg.)	Taquile	qan	q a n		heggarty2005	Quechua
2811		χ a m ( - )	6747	thou (you sg.)	Tarma	xam	χ a m		adelaar1977	Quechua
2812		k a n ( - )	6747	thou (you sg.)	Troje	kan	k a n		heggarty2005	Quechua
2813		- a: m ( a )	295	thou (you sg.)	Tsimu	á:ma	a: m a		cerron2016	Uru-Chipaya
2814		q a m ( - )	6747	thou (you sg.)	Wari	qam	q a m		parkerchavez1976	Quechua
2815		q a m ( - )	6747	thou (you sg.)	Yanac	qam	q a m		heggarty2005	Quechua
2816		t a n k a + n i	4835 0	push, to	Anonimo	tancani	t a n k a + n i		valera1586	Quechua
2817		t a n q a	4835	push, to	Apuri	tanqa-	t a n q a		shimelman2017	Quechua
2818		t a n q a	4835	push, to	Apurimac	tanqa	t a n q a		camacho2007	Quechua
2819		t a n ɢ a	4835	push, to	Atalla	tanġa.	t a n ɢ a		heggarty2005	Quechua
2820		t a ŋ χ a	4835	push, to	Ayacucho	tanqa	t a ŋ χ a		soto1976	Quechua
2821		t a n g a + n a	4835 0	push, to	Bobonaza	tangana	t a n g a + n a		orrwrisley1981	Quechua
2822		t a n q a	4835	push, to	Cacra-Hongos	tanqa-	t a n q a		shimelman2017	Quechua
2823		t a n g a	4835	push, to	Chachapoyas	tanka	t a n g a		taylor2006	Quechua
2824		t a n q a	4835	push, to	Chacpar	tanqa.	t a n q a		heggarty2005	Quechua
2825		k u m s a	359	push, to	Chetilla	kumsa.	k u m s a		heggarty2005	Quechua
2826		r i m p ui z	246	push, to	Chipaya	rimpuj.z	r i m p ui z		heggarty2005	Uru-Chipaya
2827		t a n q a	4835	push, to	Curva	tanqa.	t a n q a		heggarty2005	Quechua
2828		t a n q a	4835	push, to	Cuzco	tanqa.	t a n q a		heggarty2005	Quechua
2829		t a n k a + r i + n i	4835 0 0	push, to	CuzquenoAntiguo	tancarini	t a n k a + r i + n i		holguin1608	Quechua
2830		t a n q a	4835	push, to	Huallaga	tanqa.	t a n q a		heggarty2005	Quechua
2831		k u m s a	359	push, to	Huanca	kumsay	k u m s a		cerron2018	Quechua
2832		t a n ʔ a	4835	push, to	Huanca	tanqay	t a n ʔ a		cerron1976	Quechua
2833		n u kʰ u	245	push, to	Huancane	nukhu.	n u kʰ u		heggarty2005	Aymara
2834		t a n q a	4835	push, to	Huangascar	tanqa-	t a n q a		shimelman2017	Quechua
2835		k u m a	359	push, to	HuarazHuailas	kumay	k u m a		parkerchavez1976	Quechua
2836		t a n g a + n a	4835 0	push, to	Imbabura	tangana	t a n g a + n a		gomez2009	Quechua
2837		k u m s a	359	push, to	Inkawasi	kumsa.	k u m s a		heggarty2005	Quechua
2838		tʃ i m a	247	push, to	Jaqaru	čima.	tʃ i m a		heggarty2005	Aymara
2839		tʃ i m a	247	push, to	Kawki	čima.	tʃ i m a		heggarty2005	Aymara
2840		t a n g a	4835	push, to	Lamas	tanka	t a n g a		taylor2006	Quechua
2841		k u m s a	359	push, to	Laraos	kumsa.	k u m s a		heggarty2005	Quechua
2842		t a n q a	4835	push, to	Lincha-Tana	tanqa-	t a n q a		shimelman2017	Quechua
2843		t a n q a	4835	push, to	Maragua	tanqa.	t a n q a		heggarty2005	Quechua
2844		t a n g a + n a	4835 0	push, to	Napo	tangana	t a n g a + n a		orrwrisley1981	Quechua
2845		k u m a	359	push, to	Pacaraos	kuma	k u m a		adelaar1982	Quechua
2846		t a n g a + n a	4835 0	push, to	Pastaza	tangana	t a n g a + n a		landerman1973	Quechua
2847		t a n ʁ a	4835	push, to	Pocona	tanγa.	t a n ʁ a		heggarty2005	Quechua
2848		t a n q a	296	push, to	Puki	tanqa.	t a n q a		heggarty2005	Aymara
2849		t a n q a	4835	push, to	Puno	tanqa.	t a n q a		heggarty2005	Quechua
2850		t a n g a	4835	push, to	Putumayo	tanga	t a n g a		tandioy1978	Quechua
2851		k u m a	359	push, to	Raimondi	kumay	k u m a		parkerchavez1976	Quechua
2852		t a n q a	4835	push, to	SanPedro	tanqa-	t a n q a		shimelman2017	Quechua
2853		t a ŋ q a	4835	push, to	Santiagueno	tanqay	t a ŋ q a		juanatey2021	Quechua
2854		t a n k a + n i	4835 0	push, to	SantoTomas	tancani	t a n k a + n i		santotomas1951	Quechua
2855		t a n g a	4835	push, to	Serena	tanga.	t a n g a		heggarty2005	Quechua
2856		n u kʰ u	245	push, to	Sullkatiti	nukhu.	n u kʰ u		heggarty2005	Aymara
2857		t a n q a	4835	push, to	Taquile	tanqa.	t a n q a		heggarty2005	Quechua
2858		k u m a + ɾ i	359 0	push, to	Tarma	kuma-ri	k u m a + ɾ i		adelaar1977	Quechua
2859		tʰ a n g a	4835	push, to	Troje	thanga.	tʰ a n g a		heggarty2005	Quechua
